"Reference","URN","Version"
"AF202786   ","140675","2"
"AF202786   ","142549","2"
"AF202786   ","142553","2"
"AF204117   ","137133","2"
"AF204117   ","142550","2"
"AF205024   ","140449","2"
"AF205024   ","142403","2"
"AF205310   ","137996","2"
"AF205310   ","140599","2"
"AF205310   ","142268","2"
"AF205310   ","142269","2"
"AF205310   ","142499","2"
"AF205640   ","136628","2"
"AF205640   ","138641","2"
"AF205778   ","142230","2"
"AF205778   ","142231","2"
"AF206067   ","136453","2"
"AF206543   ","137366","2"
"AF206543   ","142038","2"
"AF206543   ","142496","2"
"AF206786   ","137477","2"
"AF206786   ","139337","2"
"AF206786   ","142434","2"
"AF206786   ","142438","2"
"AF206786   ","142451","2"
"AF206881   ","139123","2"
"AF206881   ","141744","2"
"AF207105   ","142364","2"
"AF207205   ","140444","2"
"AF207205   ","141653","2"
"AF207205   ","141809","2"
"AF207339   ","137467","2"
"AF207339   ","142347","2"
"AF207387   ","142361","2"
"AF207387   ","142364","2"
"AF207404   ","136544","2"
"AF207404   ","141914","2"
"AF208139   ","142489","2"
"AF208230   ","137287","2"
"AF208230   ","142576","2"
"AF208243   ","141346","2"
"AF208337   ","140423","2"
"AF208337   ","141956","2"
"AF210161   ","141682","2"
"AF211047   ","142441","2"
"AF211112   ","142445","2"
"AF211383   ","142150","2"
"AF211634   ","141253","2"
"AF211634   ","142665","2"
"AF211634   ","142666","2"
"AF211634   ","142667","2"
"AF211635   ","142253","2"
"AF212237   ","137970","2"
"AF212237   ","142384","2"
"AF212237   ","142449","2"
"AF212249   ","136534","2"
"AF212249   ","142409","2"
"AF212249   ","142426","2"
"AF212249   ","142433","2"
"AF212286   ","137500","2"
"AF212286   ","142003","2"
"AF212292   ","134815","2"
"AF212292   ","141685","2"
"AF212292   ","141748","2"
"AF212350   ","137116","2"
"AF212399   ","139822","2"
"AF212399   ","142372","2"
"AF212399   ","142429","2"
"AF212717   ","139324","2"
"AF212717   ","142563","2"
"AF213128   ","142428","2"
"AF213245   ","139897","2"
"AF213245   ","142080","2"
"AF213992   ","142226","2"
"AF213992   ","142246","2"
"AF214003   ","138353","2"
"AF214003   ","142070","2"
"AF214003   ","142091","2"
"AF214003   ","142348","2"
"AF214003   ","142548","2"
"AF214015   ","142267","2"
"AF214021   ","142063","2"
"AF214171   ","136394","2"
"AF214171   ","142430","2"
"AF214180   ","142425","2"
"AF214281   ","142317","2"
"AF214507   ","142555","2"
"AF214859   ","138043","2"
"AF214859   ","142275","2"
"AF214859   ","142276","2"
"AF215167   ","138220","2"
"AF215167   ","141969","2"
"AF215167   ","141970","2"
"AF215167   ","141971","2"
"AF215189   ","136540","2"
"AF215189   ","142233","2"
"AF215370   ","135295","2"
"AF215370   ","142079","2"
"AF215462   ","138179","2"
"AF215462   ","142462","2"
"AF215915   ","142137","2"
"AF215915   ","142157","2"
"AF215915   ","142160","2"
"AF216042   ","141330","2"
"AF216042   ","141582","2"
"AF216085   ","142431","2"
"AF216170   ","137813","2"
"AF216170   ","142565","2"
"AF216295   ","136526","2"
"AF216295   ","141993","2"
"AF216403   ","142039","2"
"AF216403   ","142244","2"
"AF216403   ","142245","2"
"AF216424   ","142288","2"
"AF216787   ","137091","2"
"AF216787   ","141990","2"
"AF217855   ","140563","2"
"AF217855   ","141393","2"
"AF217855   ","142061","2"
"AF218123   ","142594","2"
"AF218146   ","138540","2"
"AF218146   ","142594","2"
"AF218204   ","142581","2"
"AF218344   ","142500","2"
"AF218344   ","142503","2"
"AF218344   ","142505","2"
"AF218344   ","142506","2"
"AF218344   ","142512","2"
"AF218344   ","142514","2"
"AF218452   ","142288","2"
"AF218452   ","142289","2"
"AF218842   ","137116","2"
"AF218842   ","142284","2"
"AF219401   ","137730","2"
"AF219401   ","142383","2"
"AF220043   ","142435","2"
"AF221421   ","141466","2"
"AF221421   ","142394","2"
"AF222542   ","141282","2"
"AF222542   ","141799","2"
"AF222542   ","141878","2"
"AF222542   ","142359","2"
"AF222542   ","142493","2"
"AF223015   ","139019","2"
"AF223015   ","142559","2"
"AF224051   ","136354","2"
"AF224051   ","140214","2"
"AF224085   ","136515","2"
"AF224085   ","142396","2"
"AF224086   ","136573","2"
"AF224086   ","142712","2"
"AF224217   ","142472","2"
"AF224355   ","136466","2"
"AF224355   ","140648","2"
"AF225159   ","142547","2"
"AF225159   ","142554","2"
"AF225159   ","142562","2"
"AF225159   ","142566","2"
"AF225194   ","136535","2"
"AF225194   ","142398","2"
"AF225955   ","137358","2"
"AF225986   ","142558","2"
"AF225986   ","142560","2"
"AF226333   ","140513","2"
"AF226333   ","142551","2"
"AF226333   ","142564","2"
"AF226340   ","137201","2"
"AF226340   ","142401","2"
"AF227832   ","141915","2"
"AF227832   ","142030","2"
"AF229134   ","141989","2"
"AF229681   ","137424","2"
"AF229681   ","142406","2"
"AF230682   ","142591","2"
"AF231315   ","137358","2"
"AF231315   ","142544","2"
"AF231794   ","141728","2"
"AF231794   ","142602","2"
"AF232120   ","140189","2"
"AF232120   ","142395","2"
"AF232120   ","142459","2"
"AF232120   ","142465","2"
"AF232120   ","142466","2"
"AF232120   ","142467","2"
"AF232120   ","142588","2"
"AF232120   ","142589","2"
"AF232120   ","142599","2"
"AF232131   ","140189","2"
"AF232131   ","141895","2"
"AF232131   ","141918","2"
"AF232131   ","141932","2"
"AF232550   ","142436","2"
"AF232556   ","136664","2"
"AF232556   ","142497","2"
"AF232560   ","141852","2"
"AF232560   ","142790","2"
"AF232560   ","142791","2"
"AF232607   ","142513","2"
"AF232699   ","137493","2"
"AF232699   ","142118","2"
"AF232735   ","142453","2"
"AF232784   ","142296","2"
"AF232997   ","136804","2"
"AF232997   ","142060","2"
"AF233585   ","138774","2"
"AF233585   ","142645","2"
"AF235122   ","136459","2"
"AF235122   ","142705","2"
"AF235184   ","142585","2"
"AF236579   ","142026","2"
"AF236579   ","142595","2"
"AF236579   ","142597","2"
"AF236579   ","142598","2"
"AF237719   ","142018","2"
"AF238330   ","139491","2"
"AF238330   ","142634","2"
"AF238333   ","137730","2"
"AF238333   ","140378","2"
"AF238333   ","142123","2"
"AF238554   ","136643","2"
"AF238554   ","140424","2"
"AF240646   ","131898","2"
"AF240646   ","138824","2"
"AF240646   ","140399","2"
"AF241694   ","142422","2"
"AF241694   ","142442","2"
"AF241694   ","142447","2"
"AF242059   ","141858","2"
"AF242107   ","136800","2"
"AF242107   ","142577","2"
"AF242431   ","142509","2"
"AF82669    ","141851","1"
"AF82682    ","137006","1"
"AF82682    ","141784","1"
"AF82682    ","141785","1"
"AF82789    ","136202","1"
"AF82789    ","141177","1"
"AF83033    ","139855","1"
"AF83033    ","139859","1"
"AF83058    ","141652","1"
"AF83168    ","137744","1"
"AF83168    ","141656","1"
"AF83168    ","141715","1"
"AF83246    ","138742","1"
"AF83246    ","141614","1"
"AF83246    ","141621","1"
"AF83405    ","139888","1"
"AF83405    ","141320","1"
"AF83405    ","141668","1"
"AF83501    ","139139","1"
"AF83501    ","141831","1"
"AF83507    ","140648","1"
"AF83507    ","141218","1"
"AF83574    ","136459","1"
"AF83574    ","141855","1"
"AF83786    ","141282","1"
"AF83853    ","141766","1"
"AF84524    ","136613","1"
"AF84524    ","141409","1"
"AF84909    ","137980","1"
"AF84909    ","141600","1"
"AF85015    ","141610","1"
"AF85208    ","139591","1"
"AF85208    ","140948","1"
"AF85224    ","140911","1"
"AF85605    ","141526","1"
"AF85813    ","137212","1"
"AF85813    ","141351","1"
"AF86038    ","139920","1"
"AF86038    ","141294","1"
"AF86038    ","141446","1"
"AF86699    ","140856","1"
"AF86746    ","130909","1"
"AF86746    ","141002","1"
"AF86746    ","141375","1"
"AF87249    ","141931","1"
"AF88049    ","138950","1"
"AF88049    ","141594","1"
"AF88098    ","141523","1"
"AF88098    ","141524","1"
"AF88098    ","141525","1"
"AF88098    ","141527","1"
"AF88585    ","141734","1"
"AF88636    ","141583","1"
"AF88936    ","136335","1"
"AF88936    ","141767","1"
"AF89094    ","141754","1"
"AF89113    ","140647","1"
"AF89122    ","141482","1"
"AF89766    ","139184","1"
"AF89766    ","141369","1"
"AF89904    ","141595","1"
"AF90482    ","137030","1"
"AF90482    ","141355","1"
"AF90584    ","141598","1"
"AF91105    ","137481","1"
"AF91105    ","141660","1"
"AF91241    ","141569","1"
"AF91563    ","136934","1"
"AF91563    ","139179","1"
"AF91563    ","140475","1"
"AF91563    ","141178","1"
"AF92895    ","141566","1"
"AF93545    ","136335","1"
"AF93545    ","141149","1"
"AF94241    ","141726","1"
"AF94243    ","140977","1"
"AF95111    ","136888","1"
"AF95111    ","141667","1"
"AF95163    ","141581","1"
"AF95553    ","139146","1"
"AF95553    ","141231","1"
"AF95628    ","141648","1"
"AF95755    ","141915","1"
"AF95919    ","141727","1"
"AF96104    ","136442","1"
"AF96104    ","140622","1"
"AF96109    ","136633","1"
"AF96109    ","141290","1"
"AF96117    ","136681","1"
"AF96117    ","140633","1"
"AF96128    ","138916","1"
"AF96128    ","141098","1"
"AF96145    ","141582","1"
"AF96224    ","135580","1"
"AF96224    ","141321","1"
"AF96224    ","141838","1"
"AF96229    ","136875","1"
"AF96229    ","140828","1"
"AF96229    ","141741","1"
"AF96253    ","141322","1"
"AF96253    ","141528","1"
"AF96266    ","137099","1"
"AF96266    ","140800","1"
"AF96289    ","138509","1"
"AF96289    ","140760","1"
"AF96301    ","140267","1"
"AF96346    ","139200","1"
"AF96346    ","140850","1"
"AF96346    ","140909","1"
"AF96346    ","140910","1"
"AF96346    ","140912","1"
"AF96346    ","140913","1"
"AF96346    ","141222","1"
"AF96346    ","141468","1"
"AF96347    ","135297","1"
"AF96347    ","140987","1"
"AF96347    ","141534","1"
"AF96372    ","140732","1"
"AF96388    ","137053","1"
"AF96388    ","141206","1"
"AF96391    ","136090","1"
"AF96391    ","140818","1"
"AF96525    ","136718","1"
"AF96525    ","141102","1"
"AF96637    ","140820","1"
"AF96637    ","141044","1"
"AF96637    ","141048","1"
"AF96637    ","141068","1"
"AF96637    ","141230","1"
"AF96637    ","141234","1"
"AF96637    ","141461","1"
"AF96637    ","141462","1"
"AF96637    ","141723","1"
"AF96637    ","141724","1"
"AF96637    ","141725","1"
"AF96659    ","136489","1"
"AF96659    ","140736","1"
"AF96665    ","137352","1"
"AF96665    ","141688","1"
"AF96665    ","141904","1"
"AF96673    ","136776","1"
"AF96673    ","141572","1"
"AF96673    ","141574","1"
"AF96802    ","140921","1"
"AF96822    ","140740","1"
"AF97826    ","138957","1"
"AF97826    ","141205","1"
"AF97826    ","141689","1"
"AF97884    ","136573","1"
"AF97884    ","141709","1"
"AF97884    ","141710","1"
"AF97892    ","141161","1"
"AF97892    ","141227","1"
"AF97896    ","140137","1"
"AF97896    ","140692","1"
"AF98112    ","136779","1"
"AF98112    ","140612","1"
"AF98341    ","138162","1"
"AF98341    ","141546","1"
"AF98346    ","141627","1"
"AF98346    ","141717","1"
"AF98511    ","137214","1"
"AF98511    ","141877","1"
"AF98511    ","141897","1"
"AF98693    ","138642","1"
"AF98693    ","141356","1"
"AF98693    ","141357","1"
"AF98736    ","139066","1"
"AF98736    ","141379","1"
"AF98736    ","141380","1"
"AF98736    ","141381","1"
"AF98816    ","137753","1"
"AF98816    ","141618","1"
"AF98816    ","141638","1"
"AF98947    ","140819","1"
"AF98947    ","140990","1"
"AF98947    ","141661","1"
"AF99165    ","141765","1"
"AF99532    ","141630","1"
"AF99648    ","140895","1"
"AF99737    ","140998","1"
